gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Ddit4,0.30352166,-0.20086809,0.13836072,0.07584834,0.14937018,0.21464553,-0.03169138,-0.19065697,-0.16156103,0.10898891,-0.19422026,-0.7604889,0.028089678,0.40092626,-0.5308079,0.06666921,0.43010423,-0.23261017,0.15551502,0.18766953
Pcbd1,0.06802558,-0.02671018,0.0017531415,-0.0064953114,0.0007725922,0.18688025,0.058734838,-0.15868601,-0.15935864,-0.14696403,0.012420927,0.1728154,-0.29455578,0.62807304,-0.15368386,0.12482406,-0.30572754,-0.23566598,-0.024624676,-0.027764631
H2afy2,0.48409554,0.073287845,-0.06584523,0.06492448,0.12130753,0.23637398,-0.041982085,-0.09496732,-0.17265734,-0.055464104,0.0146177905,-0.75188524,-0.04301439,0.17877099,-0.21896608,-0.005568746,0.080676,-0.039041713,-0.049136426,0.06992219
Vps26a,-0.050877932,-0.09729237,-0.018857462,0.059592027,0.14433067,0.27543202,-0.1616267,-0.1246334,-0.17089923,-0.059262186,0.006281861,-0.0128877945,-0.17152242,0.39900675,0.1430519,0.15772869,0.02914021,-0.015550841,0.0053421343,-0.01657864
Dnajc12,-0.10791319,-0.12749903,0.0209592,-0.02632826,0.13271917,0.17553355,0.010129214,-0.11761252,-0.21219203,0.15138596,0.093547836,-0.1523766,-0.27594298,0.06484586,0.048410293,0.11895166,0.09310848,0.03375966,0.09194355,0.06313884
Arid5b,0.46643034,0.0929847,-0.0020661699,0.07937416,0.2531563,0.34227636,0.06968751,-0.03648764,-0.22608057,-0.1276367,0.040857658,0.66254526,-0.012973663,0.09904652,-0.22851716,0.13807252,0.06821069,0.05134057,-0.02269497,0.013746457
Bcr,0.07882053,-0.25307512,0.11831771,-0.078470565,0.33283955,0.11671598,0.059413526,0.0055393754,-0.05890905,-0.21332404,0.16416802,0.35765263,0.0485102,0.3263593,-0.08535946,0.26313293,0.2480078,0.086785614,0.0387781,0.024413114
Ddt,0.02211049,-0.120594054,-0.083517864,0.08010789,0.2496418,0.20622338,0.034660805,-0.09044181,-0.2746222,-0.09799767,0.03572465,-0.12591901,-0.1589931,0.3122385,0.015532612,0.2305212,-0.19129938,-0.011654138,-0.01956394,-0.04985356
Chchd10,-0.7013372,-0.31349745,-0.073263906,0.03794454,0.15170214,0.0819027,0.035369724,-0.12135271,-0.29004395,-0.017705912,0.07782782,-0.06344523,-0.09005975,0.58309525,-0.10291833,0.16280054,0.021097783,0.14052075,0.046564024,-0.12179765
Col18a1,0.24668215,0.124292724,0.024889056,-0.13823675,0.4852256,0.20502456,-0.021528805,-0.16068448,-0.101171665,-0.22690634,0.05169022,-0.066393636,0.07346781,0.51213044,-0.42784172,0.10817469,-0.12913965,-0.18214926,-0.018294236,-0.23424792
Dnmt3l,-0.15021001,-0.6301928,-0.0014623017,0.1505118,0.39462042,0.16918369,-0.16389507,-0.1798799,-0.1574883,-0.19011527,-0.23382942,0.08423352,0.97681594,0.36519912,-0.24149562,0.01999592,0.20895852,0.46548346,0.014802436,0.21908416
Agpat3,-0.16922674,-0.2648992,0.122168705,-0.03640824,0.22565986,0.15377638,0.05078228,-0.006747712,-0.04603084,-0.07440764,0.04848386,0.16922428,-0.20975743,0.29864332,-0.104388714,0.18024416,-0.04832222,0.17074986,-0.10784969,-0.14562246
Cstb,0.0404023,-0.1019626,-0.061063826,0.026785836,0.14885229,0.18667398,0.04595824,-0.047306307,-0.23489788,-0.0748876,-0.038127404,-0.028058587,-0.16717929,0.25507644,0.0826322,0.15966782,-0.00039605828,0.07796506,-0.056528065,-0.05889708
Plpp2,-0.018545732,-0.32138082,-0.09078529,-0.03485753,0.30386102,0.04979468,-0.022538755,-0.0796073,-0.13524957,-0.07848186,0.077696204,0.021024827,-0.06206084,0.30623165,0.086435705,0.12248889,-0.17513536,0.06864386,-0.05115476,-0.09341764
Cnn2,0.42672068,0.12729555,0.012276914,-0.20508604,0.013985478,0.08296909,-0.022881716,-0.2150053,-0.07184902,-0.09402487,-0.088172466,-0.32101062,0.34553143,0.03902132,0.050603412,0.0651768,-0.010052635,0.18230326,-0.07398831,-0.023893138
Gpx4,-0.07095441,0.014237823,-0.076662555,0.037313703,0.19678518,0.1915154,0.0063921944,-0.1326677,-0.14843914,-0.022744821,0.022629716,-0.0976376,-0.06287201,0.21899715,0.06556422,0.103920154,0.08045709,-0.04104744,-0.022430547,-0.035042297
Reep6,-0.6768775,-0.02600988,0.028484412,-0.10721112,-0.037041694,0.19260654,-0.023593577,-0.16788298,-0.22669856,-0.059749167,0.03593666,0.36785373,-0.08633266,0.43847352,0.12539947,-0.050655164,-0.2921105,-0.10743744,-0.12030481,0.107810825
Gadd45b,0.034679152,-0.04244657,-0.06781661,0.21842057,0.11024583,0.10207314,-0.11261154,-0.2759345,-0.28223845,-0.10410916,-0.09605764,0.10619424,0.6280089,0.037372656,-0.3318525,-0.0664782,0.17885506,0.4925504,0.121879995,0.10482717
Ckap4,0.30185762,0.024362814,-0.023197446,-0.029878536,0.31089976,0.20964651,-0.043016016,-0.05570632,-0.11106398,-0.025416292,-0.07874195,-0.1520196,-0.15764993,0.13763842,-0.17043276,0.119022086,-0.25193048,-0.058223095,-0.013539573,-0.0676226
Hsp90b1,-0.014958736,-0.021699438,-0.055376146,-0.0261255,0.3451576,0.24688457,-0.06869261,-0.09052138,-0.18043777,-0.029639905,-0.019599812,-0.18013754,-0.17021501,0.21086127,-0.075333945,0.09220031,0.0073606363,0.019965902,0.03303544,-0.09932841
Sycp3,-0.24751326,-0.91981167,-0.083578974,0.19770144,0.43703732,0.2691244,-0.14858437,-0.13266125,-0.40253833,0.04849372,-0.109097816,-0.34083232,-0.14865986,0.24285638,0.24386878,0.052588318,-0.6611274,0.2559749,-0.0461498,-0.012964428
Socs2,0.10189955,-0.31853095,0.01093452,0.103961214,0.2552674,0.1597609,-0.066270396,0.051683366,-0.15435395,-0.16329828,0.08253779,-0.75924265,-0.06642928,0.39446896,-0.2503786,0.055837136,0.29111406,0.49422798,-0.04612611,0.0014110695
Eea1,-0.2071294,0.43057033,-0.08679021,0.02896693,0.40880617,0.16027959,0.09102689,-0.081801556,-0.02512172,-0.16041957,0.03263306,0.43483087,0.04423412,0.035459794,0.2364496,0.008246189,-0.07919377,-0.2414794,0.024927927,-0.04369246
Btg1,0.08536557,0.14331688,0.05871572,-0.1526391,0.2570271,0.22011003,-0.10692708,-0.19053966,-0.18134473,0.047277246,-0.010574235,-0.3660141,-0.26096356,0.18865499,-0.12515317,0.16561179,0.22340918,-0.07064356,0.13213341,-0.048422568
Dusp6,0.4532787,-0.4763166,0.1967733,0.054346174,0.14945899,0.1401444,-0.20134616,0.028260577,-0.14548832,-0.15838937,-0.0040044817,-0.21084358,-0.5077748,0.25766462,-0.020722736,0.1675139,0.1475201,0.1900214,-0.02298577,-0.15744491
Csrp2,0.38868865,0.06764534,-0.005846883,0.036282435,0.19399695,0.27338743,0.010940698,-0.17059024,-0.28934154,-0.1127519,0.03420685,-0.06609138,-0.014634979,0.16814244,-0.008462854,0.18947914,-0.13558054,-0.0058826795,-0.013817737,-0.05545844
Phlda1,-0.04842491,0.44481692,0.06358491,-0.096660785,-0.011654367,0.1918609,-0.11081222,-0.022021756,0.08104468,-0.056486264,0.1221704,-0.010236681,-0.08525322,0.12081918,0.25110754,-0.19398318,0.043812968,-0.03772269,0.044694103,-0.033324316
Cpm,0.556931,-0.21772675,0.09132818,-0.2214458,-0.015505034,0.45770362,0.13770123,-0.07652764,-0.3084916,-0.12696691,0.24291909,0.6222408,-0.110939264,0.5327865,-0.46990284,-0.25644234,0.07862581,0.07546611,-0.014890303,-0.23594448
Hmga2,0.5064062,0.07093745,0.004521029,0.072579704,0.26409614,0.17190066,-0.04004107,-0.10384116,-0.13475695,-0.09089281,0.09319706,-0.48927173,0.015753789,0.008723525,-0.16592203,-0.037855882,0.21217056,0.07708108,-0.03909714,-0.0389379
Gns,-0.022209913,0.02834282,0.052118678,0.038995273,0.3674321,0.19899556,-0.025110368,-0.0351255,-0.166713,-0.08829265,0.03602532,0.28783962,-0.16785847,0.3199483,-0.149437,0.115715705,-0.17183341,-0.073873565,-0.031681355,-0.060798682
Ndufa4l2,0.38544443,-0.10700955,0.2384254,0.15102702,0.21962447,0.3866663,0.011253276,-0.1131596,-0.14103676,-0.16708808,-0.14068078,-1.0396273,0.2561606,0.046751976,0.0047555882,0.0797676,-0.23740038,0.20609082,-0.10174299,-0.059749324
Slc39a5,-0.3586479,-0.2521432,-0.017318564,-0.106739335,0.038854938,0.24472827,-0.043212287,-0.17192663,-0.24379918,-0.16054316,-0.035482973,0.4636548,-0.1868926,0.48044237,-0.18904597,-0.05601981,-0.92373085,-0.58353716,0.004812975,0.2161471
Myl6,0.024105202,-0.021315603,-0.06565046,-0.0071681268,0.18939398,0.19593015,0.018299835,-0.10692718,-0.21822156,-0.08528204,-0.02122603,-0.26386085,-0.10548601,0.28175524,0.062369745,0.14304002,0.0055714473,0.025580006,-0.007477384,-0.06851554
Rpl41,-0.044989455,-0.035463583,-0.06761592,0.048529156,0.23554106,0.22089806,0.0050448435,-0.10635985,-0.23520668,-0.08032276,-0.0127487,-0.24950507,-0.13037996,0.28993994,0.06834927,0.103074975,0.09994125,0.03600851,-0.027318288,-0.10542363
Rps26,-0.043843888,-0.03352328,-0.07781215,0.06448902,0.23018391,0.22544843,0.008843733,-0.11099739,-0.2361545,-0.083863914,-0.01176771,-0.26461717,-0.12459994,0.29391298,0.075242646,0.088895105,0.11604454,0.032457963,-0.030951537,-0.10562825
Cd63,0.06643633,-0.041058082,0.011227281,0.0037340908,0.22688417,0.23309362,-0.054933086,-0.07962651,-0.21390627,-0.0687331,-0.07358837,0.20379587,-0.049037125,0.24435785,0.0350816,0.056400258,0.03678301,-0.0048522293,-0.021121157,-0.024352849
Ctxn1,0.41139793,-0.06703003,0.07667836,-0.03588756,0.111327946,0.16269399,0.069342665,-0.19239141,-0.3387605,-0.047161285,0.09918104,-0.722802,-0.1923621,0.17541772,-0.34023517,0.10965413,-0.038160365,0.09796351,-0.11297186,0.02937379
Col4a1,0.08350597,0.18964298,0.058022138,-0.26155913,0.5082098,0.08621576,-0.013191159,-0.14566925,0.11440077,-0.09068181,-0.1530155,0.049781073,-0.3310258,0.10867093,-0.30805224,-0.073188245,-0.5812726,-0.14273371,-0.08708069,-0.082085684
Col4a2,0.067171626,0.37005737,0.034762323,-0.25950873,0.43068358,0.050465293,0.08195317,-0.12656586,0.17001624,-0.09776406,-0.17327634,0.19573644,-0.15010142,0.084040456,-0.31627864,-0.026917124,-0.5687915,-0.1642221,-0.114354946,-0.17767155
Rab20,-0.105515674,-0.6692119,0.0076147905,0.020344665,0.043525934,0.16717206,-0.0038023535,-0.10467054,-0.37464547,-0.11015566,0.08348542,0.32934833,-0.1906411,0.40599507,-0.1819623,0.107457206,-0.21013439,0.012456928,0.100544676,-0.06335899
F10,-1.0116072,0.17377362,0.008584292,-0.3854246,0.27889475,0.32342577,-0.10963123,-0.25235045,-0.043343388,-0.05998682,-0.005443123,0.076534346,-0.071588546,0.35598677,0.4133429,-0.06638727,-0.5285144,-0.62206316,0.11377963,0.0500469
Lamp1,-0.058185983,-0.086821884,-0.057927057,0.024219263,0.21184294,0.22536972,-0.062536195,-0.09468575,-0.17768152,-0.048942998,0.0012783078,-0.097521394,-0.11804825,0.26464626,0.05637157,0.12633277,0.011655213,0.01694665,-0.0041215285,-0.05343637
Grtp1,-0.4187419,-0.027564561,0.11633475,0.07567456,0.1413604,0.2797912,-0.03503364,-0.09154502,-0.27255037,-0.11628883,0.1213828,0.14801797,-0.17223611,0.59556127,-0.0035012001,0.11909229,-0.02754522,-0.06251766,0.03054245,0.059449594
Tdrp,-0.12208752,-0.2759257,-0.14032134,-0.20258325,-0.08446367,0.17614494,-0.06429443,-0.22488353,-0.12472864,-0.19115975,0.130652,0.2814952,-0.042103115,0.42044094,0.11299648,0.14774369,-0.26529297,0.12262777,-0.01235819,-0.09164367
Sfrp1,0.48394307,0.24579678,-0.034766205,0.11661419,0.37865457,0.41582277,0.16915108,-0.07736341,-0.23536968,-0.04076819,0.10281649,-0.6548566,-0.25868186,0.5236465,-0.46092516,0.011502228,-0.2161052,0.075595446,0.0860941,0.4449197
Zfp703,0.33483124,0.09973503,-0.18356347,0.08970619,0.13351096,0.01311911,0.1291291,-0.2206255,0.18169114,0.20771302,0.18425511,-0.03214438,-0.21348438,-0.22974318,-0.46726918,0.052637592,-0.00203731,-0.67083323,-0.19633077,-0.025894454
Zfp42,-0.24261425,-0.83746904,0.031373527,0.1491394,0.16423938,0.19062503,-0.055673026,0.10530658,-0.22533561,-0.16050011,-0.06356767,0.42777255,0.44121653,0.32485083,-0.16803569,0.026930835,0.2581493,0.46306348,-0.06153516,0.13912448
Ankrd37,-0.012041429,0.023350017,0.13081054,-0.03402965,0.2231411,0.24376878,0.043717865,-0.1601387,-0.17389804,-0.013320157,0.06781441,-0.13978034,0.16288333,0.39346915,-0.0039929487,0.074735865,0.32682696,0.17300501,-0.02095807,-0.06080663
Slc25a4,-0.0088367015,0.02211064,-0.029210495,0.030206647,0.1885391,0.21067715,-0.013376174,-0.09440737,-0.17734434,-0.0721965,0.012801748,-0.084847905,-0.05669124,0.21634543,0.11963384,0.099464245,0.05865835,0.041188076,-0.022840532,-0.049281184
Sap30,0.045305606,-0.07723056,-0.03231491,0.12803338,0.27610224,0.2569578,-0.13271141,-0.12667987,-0.28392297,-0.117937684,0.04501249,-0.63564295,-0.12452126,0.2981915,-0.07897553,0.09998391,0.13246706,-0.008170069,-0.03845701,-0.043173246
Palld,0.3310524,0.20103146,0.11959584,-0.10851763,0.14973225,0.35712698,-0.006776489,-0.095050134,-0.2845301,-0.2045061,-0.034791283,-0.2154229,-0.17338131,0.25844297,-0.19466242,0.24855289,-0.14652735,-0.085467175,0.026343288,0.040873494
Cpe,0.2973786,-0.17837018,-0.022141252,0.002471764,0.3534549,0.27168965,-0.19888054,-0.054994088,-0.21840951,-0.00478154,-0.044905726,-1.0913217,-0.11060886,0.357534,-0.44001177,0.1446968,-0.0068669072,-0.13846356,-0.00038096594,-0.08375452
Msmo1,0.15054938,-0.04252911,0.026430013,-0.1303279,0.29209903,0.36843103,-0.16172406,-0.13324872,-0.22529471,-0.17652336,0.06392499,-0.09374797,-0.1384179,0.45225307,-0.010780009,0.17230615,0.3358635,-0.098163195,0.12252226,-0.09505439
Klhl2,-0.1747372,-0.10166411,0.021051073,0.15079187,0.39303482,0.2864502,-0.08524322,-0.13591294,-0.12766884,-0.16162431,0.088601805,0.35197872,-0.086980544,0.28923503,-0.05677917,0.02892317,-0.15486023,0.010344819,-0.08518407,-0.05359409
Apela,0.537971,-0.4126787,-0.103718586,-0.21752961,-0.18572038,0.6128076,0.1711153,-0.4880731,-0.34802228,0.18250571,0.20913365,-0.61993265,-0.14744656,0.05175914,-0.44255456,0.13647655,-0.2640106,-0.2964229,-0.33618397,-0.3039676
Jund,0.03347398,-0.024020901,0.09543694,-0.16377796,0.29352185,0.17841221,-0.023421118,-0.22208662,-0.26259196,-0.027161794,-0.021659413,-0.28999892,-0.09515104,0.380848,-0.10475534,0.13940257,0.11015529,0.108502515,0.005778534,-0.13359155
Haus8,-0.059177414,-0.15019391,-0.054182876,0.031019036,0.27646625,0.21098512,-0.01972492,-0.154216,-0.22539566,-0.070073284,0.0023414812,-0.38704342,-0.0427527,0.22922973,-0.02690657,0.105300374,0.13632937,0.11829807,-0.018852146,-0.09701116
Plvap,0.42335254,-0.41525167,0.2644842,-0.32874718,0.41968676,0.17319386,0.0050230864,0.052641056,-0.18049596,-0.010378589,0.007192182,-0.32879996,0.24364637,0.57630026,0.23736319,-0.010327429,0.25727403,-0.24961314,-0.13382678,-0.480935
Bst2,-0.32149774,-0.6330906,-0.031733308,-0.13175087,0.28789634,0.18409598,0.01540804,-0.15273674,-0.06373962,-0.056502696,-0.03607598,0.13362458,0.06874028,0.7401124,-0.114679776,0.059112087,-0.09885786,0.10141919,0.013071465,-0.23399647
Tpm4,0.2342468,-0.080105,-0.057726223,-0.003451656,0.19568054,0.21747948,-0.08218123,-0.11049576,-0.15482707,-0.08582343,-0.0137773575,-0.38423005,-0.057424847,0.19340177,0.04904909,0.11340208,0.035690982,-0.004958682,-0.020528182,-0.072082944
Klf2,0.15736322,-0.45254785,0.13102758,-0.28328538,0.56613153,0.16669644,-0.004197666,-0.11346823,-0.021464923,0.23611726,0.09906193,0.1649267,0.27196267,0.3065393,-0.0085314335,0.05933428,0.174525,-0.10049383,0.3001191,-0.08336263
Hmox1,0.13250129,-0.34964475,0.06972861,0.07010693,0.2595304,0.2237228,-0.15597364,-0.091118485,-0.18309486,-0.059150126,-0.04150786,0.186734,0.08731116,0.33357367,0.13087137,0.11913906,-0.0065968316,0.0998924,0.02707657,-0.10989272
2210011C24Rik,-0.12908404,-0.17318411,0.04346046,0.07201784,-0.03153857,0.19700208,-0.0054974845,-0.18002032,-0.22177283,-0.15226114,-0.038588658,0.6238798,-0.047716394,0.638214,-0.14861031,-0.038233526,-0.57272375,-0.5188841,-0.12416814,0.14070818
Palm3,0.07139706,-0.05307112,-0.22998384,0.064352125,-0.035511572,0.12143087,-0.053839583,-0.13601725,-0.20509166,-0.36706614,0.002890556,0.6106176,-0.10938711,0.5783684,-0.32492968,0.032811195,-0.21672057,-0.09385392,0.069157444,-0.04222414
Ier2,0.15404624,-0.094136365,0.08855784,-0.025099207,0.2193241,0.2638824,-0.078710444,-0.13146594,-0.14999558,-0.055369668,0.0032823323,-0.33843428,-0.15463568,0.33695957,-0.043296613,0.04562569,0.11425179,0.062592685,0.00032282033,-0.13534944
Klf1,-1.091534,0.26837608,0.09188538,-0.29114696,0.084210865,0.1717949,-0.0997926,-0.06120002,-0.20853314,-0.09246062,0.06590241,-0.82353383,0.25268084,0.42083436,0.25857663,-0.0362833,0.13339427,-0.45999452,-0.029907659,-0.08629993
Prdx2,-0.13385731,-0.013622423,-0.060501464,0.021775886,0.21593717,0.2181501,-0.031147182,-0.10515969,-0.22544043,-0.058041394,0.012054461,-0.3734126,-0.15123956,0.28472972,0.071158774,0.11406229,0.08374279,0.020368373,-0.0011023972,-0.0817065
Junb,-0.082301766,-0.13861997,0.17842904,-0.07768738,0.27264032,0.2613234,-0.12233436,-0.08178788,-0.05875944,0.051313568,-0.015520543,0.07142022,-0.005160959,0.14797962,0.20263897,-0.09629176,0.16398995,0.2086642,0.088121526,-0.22967744
Gm2694,0.150003,0.17580658,-0.20004906,0.14105101,0.28609473,0.21910545,0.15234342,0.1980496,0.0060802563,-0.42232516,0.006174166,-0.9072738,0.22431102,0.50713825,-0.38889393,0.3039917,0.034322366,0.38185573,-0.054806206,0.14257619
Nkd1,0.16472238,0.03655928,-0.06208987,0.2840587,-0.032988366,0.31763235,-0.030930446,-0.118805416,0.043922495,0.0029137325,-0.08864425,-0.48465073,-0.23509665,-0.2584031,-0.21494173,0.26455918,-0.281974,-0.30741176,-0.1672232,-0.072676614
Tox3,0.48538396,0.12635688,-0.060380712,-0.20423706,0.08676318,0.4255387,-0.021394802,-0.04586718,-0.29512113,-0.24888292,0.11139993,-0.9211945,-0.36081323,0.44130057,-0.57547903,0.15590231,-0.0059968517,-0.027039684,-0.06142113,0.026227795
Irx3,0.5830781,0.12867562,0.0078034895,0.43915492,0.2773213,0.05146792,-0.017335365,-0.12850179,-0.11672541,0.14485073,0.13980722,-0.3185703,0.4572496,0.57457006,-0.50327146,-0.08711679,0.32326946,0.0956027,-0.10688805,0.12718256
Irx5,0.3285918,0.3031733,-0.04302301,0.4777336,0.39564583,-0.2048006,-0.037735574,-0.11418642,0.064872906,0.12757257,0.025319306,-1.1887933,0.11257679,0.5243812,-0.7338912,-0.14066705,-0.35764167,-0.034574404,-0.10910406,0.26913106
Mt2,-0.31926897,-0.37794793,-0.029185196,0.041935276,0.0934183,0.16680333,0.020709967,-0.112754,-0.49467027,-0.178709,-0.1661554,0.5405414,0.013747783,0.64226353,0.013451391,-0.108402595,0.04659645,0.2222153,-0.06539069,-0.0413221
Mt1,-0.42774448,-0.26245144,0.021330042,0.007623249,0.18054101,0.22311269,0.030155405,-0.1461988,-0.37431067,-0.15798455,-0.10629146,0.36194208,-0.0128529165,0.64214826,0.15669273,-0.075336985,0.095349655,0.08196073,-0.075951934,-0.001354344
Herpud1,0.0047335224,0.07141841,0.052471176,-0.031103097,0.3169171,0.19604972,-0.13818017,-0.06518244,-0.15604125,-0.048755925,0.015552491,-0.18079938,-0.32723573,0.22083548,0.059169315,0.2084725,-0.27328962,-0.046823785,0.009047243,0.014483963
Dok4,0.635617,-0.01960214,-0.011826346,-0.08891898,0.1664128,0.14390127,-0.03134958,-0.058710944,-0.3907118,-0.17930341,0.30850706,0.103550285,0.48048064,-0.18860725,0.20714378,0.14772339,-0.32646507,-0.039596304,0.04376632,-0.36009604
Cdh11,0.56248164,0.35818788,0.016111907,0.20494635,0.23123166,0.3306063,-0.14289562,-0.025236243,-0.07339834,-0.052867394,-0.24098103,-1.0924445,0.08706792,-0.40552485,-0.22501315,0.07534808,-0.21442157,0.18904431,-0.31449008,0.0936462
Cmtm3,0.5472096,0.085653774,0.05907439,-0.14221273,0.19329678,0.11555395,-0.11311047,-0.020191574,-0.032136593,-0.09142794,-0.030287176,-0.10201376,0.0577168,0.1599651,0.15989605,-0.04720225,0.098823935,-0.24189284,-0.08532949,-0.038121324
Car7,-0.3147916,-0.24133539,-0.038430717,0.11773013,0.1704295,0.21246856,-0.08856748,-0.092068434,-0.2998511,-0.047680914,0.0514009,0.33805305,-0.100432664,0.43545502,0.1528689,0.0001957428,-0.6894619,-0.621957,-0.06627841,0.17344141
Hsd11b2,0.6062537,0.43304342,-0.09391745,-0.49287575,0.261968,0.38307267,0.10433777,-0.146271,-0.18809655,-0.12909277,0.09758135,-1.0411129,0.060071222,0.29089162,-0.12216336,-0.0035280439,-0.4291496,0.016087657,-0.14112869,0.21487136
Gfod2,0.1393726,-0.16520695,-0.029333372,-0.04169276,0.32964554,0.19635108,-0.02115864,-0.090248264,-0.19676757,-0.08145705,0.017539306,-0.49023336,-0.045569785,0.23777032,-0.13840264,0.06504219,0.1690226,0.074115,-0.03384129,-0.10027898
Nutf2,-0.062336847,-0.10820747,0.010764265,0.049389917,0.21723793,0.26935148,-0.2322266,-0.1129737,-0.27432603,-0.07701388,0.061366472,-0.31800035,-0.08988682,0.28515297,0.05238719,0.104934394,0.09228596,0.12547782,-0.15288638,-0.09540679
Psmb10,-0.39817515,-0.12926519,-0.0105056735,0.093654335,0.22334148,0.30324578,0.050415047,-0.13155065,-0.3068584,-0.1387412,-0.0042808913,-0.28508118,-0.071705215,0.2582861,0.15401791,0.039784614,0.021244574,0.084312245,-0.059989534,-0.23905608
Cdh1,-0.25875592,-0.7335978,-0.13398285,-0.048087273,0.17926648,0.13458954,-0.03828384,-0.12426433,-0.2907404,-0.0029575794,0.009380819,0.23472904,-0.18104862,0.5689639,-0.8686793,-0.03959881,0.07116702,0.23383793,-0.046340752,-0.21490659
Gcsh,-0.088705316,-0.10501664,-0.057390712,0.069043934,0.2216985,0.2509602,-0.044811085,-0.10393899,-0.1743408,-0.07563834,0.020368757,-0.13299488,-0.14005284,0.28143117,0.09034917,0.091605,-0.004262127,0.018618908,-0.044259448,-0.052159466
Cotl1,0.21835048,-0.1229624,0.091629535,0.06881261,0.08184961,0.19734438,0.012580045,-0.05991814,-0.055109367,-0.07489406,-0.003923181,0.41431034,-0.202545,0.5586091,-0.009896327,0.025856476,0.07806156,-0.10180432,-0.01132515,0.05272589
Foxf1,0.5193262,0.07442268,-0.13134547,-0.012689041,0.14429434,0.20503107,-0.090773076,-0.12653945,-0.61395603,-0.16132437,0.18290055,-0.6348412,0.12508217,-0.85506046,0.2719659,0.10638124,-0.35716107,-0.08427832,-0.14362846,-0.062206563
Cyba,0.009344331,0.014452807,0.014747385,-0.034409195,0.22300027,0.20859163,0.0070283106,-0.1324293,-0.17804652,-0.13611335,-0.033919856,0.16003856,-0.11330625,0.30165914,0.032462206,0.1124742,-0.15828414,-0.21297458,-0.00980571,-0.06130036
Aprt,-0.07714386,-0.0357348,-0.08314596,0.05898827,0.2344669,0.21931776,-0.022457996,-0.08827275,-0.19643943,-0.08704412,0.007904533,-0.110253,-0.0661892,0.29263985,0.09656547,0.13666552,0.01567316,0.025470464,-0.03887155,-0.083754525
Tubb3,-0.12446315,-0.23919937,-0.07929082,-0.08642789,0.24165103,0.25181776,-0.12193028,0.03366686,-0.2535986,0.034955043,-0.20906639,-1.199528,0.14187223,0.5329869,-0.38787046,0.10320957,0.3833759,-0.14630862,0.051008713,0.12349493
Rab4a,-0.08298628,-0.08029527,-0.043285247,-0.10396863,0.11972944,0.2542021,-0.009393673,-0.1373023,-0.1296971,-0.12414262,0.042141683,0.060162343,-0.113475725,0.49622196,0.016614348,0.1642024,-0.30147856,-0.033451643,-0.082174346,0.0063029015
Abcb10,-0.61613524,0.1763345,0.007191582,-0.25089753,0.2305159,0.31346336,-0.040176317,-0.11802259,-0.1429772,-0.074158914,0.10137666,0.07223401,0.16098051,0.056670904,0.19169503,0.061582748,0.11007642,0.059610065,-0.027066829,-0.08843022
Nrp1,0.92217517,0.56759864,-0.098459005,-0.36005512,0.23097982,0.21111193,0.057957355,0.0386973,-0.1049837,-0.20491496,0.26316002,-0.21848148,-0.088797204,-0.2908463,-0.081492394,-0.018002022,-0.44529176,-0.20745887,0.0019589502,0.060068406
Zfp503,0.40496784,0.51110715,0.02636886,-0.03252352,-0.034284662,0.07588547,-0.044282753,-0.123693384,-0.16332135,0.041305333,0.07875137,-0.6392292,-0.305451,-0.16623804,-0.51251894,0.1028049,0.20011626,-0.8000092,-0.07593919,0.015161075
Wnt5a,0.32975292,0.029248305,0.040625747,0.052493148,0.26246306,0.29105377,-0.09180233,0.0028859556,-0.3298628,-0.1358268,0.030864853,-0.42480743,-0.24627157,-0.6049902,-0.38078022,0.14426653,-0.26601788,-0.22265656,0.010669867,-0.11365606
Sh3bp5,0.5072677,0.054769747,0.030591175,-0.098140426,0.18528387,0.14783777,-0.20921907,-0.029413639,-0.12458242,-0.17639324,0.008198282,0.21961012,0.069468394,0.28452373,0.35602114,0.0728354,-0.3257029,0.08570453,-0.15260738,-0.03384244
Fam213a,-0.17207342,0.09384353,-0.056728464,-0.13630281,0.2031683,0.2330717,-0.053973053,-0.29617712,-0.18832085,-0.030688288,0.141713,-0.37271243,-0.20110969,0.45788908,-0.13926083,0.09425251,-0.23929067,-0.013140826,-0.035570372,0.024244046
Bmp4,0.49843392,-0.06349506,-0.109008856,-0.1803822,0.036985315,0.3722906,-0.0017741305,0.0840281,-0.28522155,-0.27993387,0.26808453,0.21765092,0.4190883,-0.54995203,-0.11057914,0.1321632,0.32540688,0.1808123,0.03625314,-0.12409418
Otx2,-0.08372925,-0.08316348,0.012196759,0.034364928,0.23115169,0.25703338,-0.025481382,0.12072635,-0.33206418,-0.132529,-0.017241292,-1.1249194,-0.2076334,0.76238954,-0.635923,-0.013191867,-0.2444913,0.71215355,0.010333743,0.20935975
3632451O06Rik,0.40659547,0.10884926,0.17363256,-0.0075967168,0.30023056,0.5729788,-0.069431275,-0.03350704,-0.13121884,-0.110574864,0.2789387,-0.54462814,0.18778399,0.13927388,-0.11436753,0.27966326,-0.52406436,-0.042135272,0.16078012,-0.01577268
