gene_name,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Lgals2,-0.3478273,-0.2613279,-0.07004264,0.06847481,0.0885995,0.18883792,0.051644113,-0.05740508,-0.3551763,-0.06023196,-0.066762775,0.3996304,-0.20502923,0.3785742,0.17749433,-0.0964784,-0.5872127,-0.7223738,-0.12957023,0.22008096
Lgals1,0.18362738,-0.12350961,-0.060004313,-0.13224225,0.274186,0.28139654,0.050167065,-0.13944708,-0.30378243,-0.059002124,-0.11564464,-0.25454655,0.36028644,0.18369429,0.09389957,0.129679,0.31344652,-0.014334952,-0.037554022,-0.14674146
H1f0,-0.05692584,-0.022279125,-0.0069612795,-0.006592489,0.18831237,0.18255062,0.014648276,-0.095786996,-0.15955548,-0.07109861,0.027783893,-0.37117225,-0.21150568,0.32476345,0.09730098,0.12373451,0.014681168,-0.032304063,-0.0063520386,-0.029841077
Gcat,-0.056481525,-0.26993382,0.0036165009,0.11406141,0.14666149,0.26048747,-0.03270698,-0.04705238,-0.22230192,-0.0746179,0.025656803,0.036672805,-0.20131886,0.40922067,-0.011386295,0.15805878,-0.04782388,0.0012944923,-0.028839784,-0.0667181
Kdelr3,0.111529686,0.14236979,0.08100633,-0.11740598,0.2212398,0.09883901,-0.057932597,-0.087351225,0.032281183,0.019856071,-0.15652587,0.47541192,-0.057442795,0.37758726,0.11686563,0.16485527,-0.5510832,-0.31943482,-0.12684324,0.09973818
Syngr1,-0.6597139,-0.29404172,0.042692143,0.012889425,0.20743656,0.24122299,0.007661814,-0.121090874,-0.19978406,-0.12598795,-0.082370035,0.17544524,0.32701972,0.6299796,-0.15902437,0.06558558,0.27850574,0.16920874,-0.01783128,-0.19734335
Prr5,0.06544573,-0.24932213,-0.04591702,-0.07830202,0.15934682,0.12242384,-0.034260217,-0.022408476,-0.18856522,-0.10862042,-0.038448203,-0.040648133,-0.1233208,0.10944589,0.13365287,0.29261,-0.44445127,0.17698522,-0.20914847,-0.10035093
Slc38a4,0.2512481,-0.06004833,0.0015009076,-0.051116604,0.26825553,0.2883202,-0.15767543,-0.059163194,-0.33388957,0.033778418,-0.073304184,-0.29915854,0.37121293,-0.20076375,0.104815625,0.02637009,0.18688406,0.09429682,0.04157376,-0.12969795
Tuba1a,0.33348516,-0.1133242,-0.031549294,-0.056283694,0.20893192,0.24850579,-0.016854003,-0.09834951,-0.2671518,-0.06445309,-0.03414794,-0.72821105,-0.006557076,0.2949518,-0.15088363,0.16909616,0.055162106,-0.028747918,0.008815144,-0.03624725
Tuba1c,-0.1205628,-0.13022435,-0.044408284,0.010695122,0.1466944,0.20863922,-0.15044168,-0.04958155,-0.2210101,-0.02850084,0.015445518,-0.0640169,-0.06011921,0.35122395,0.112528615,0.058856715,0.09710899,-0.012165054,0.044668235,-0.044878807
Dnajc22,-0.067149416,-0.34432977,0.031082014,0.1370604,0.016390478,0.14875396,-0.014799213,-0.020435901,-0.2219599,-0.12605567,-0.051205467,0.32543594,-0.39092508,0.2448131,-0.25122637,-0.024412783,-0.5739534,-0.05584614,-0.0015284424,0.116005845
Lima1,0.17027344,-0.08377515,0.15226904,-0.27862823,0.32076755,0.3055686,0.029904407,-0.14093602,-0.23827966,-0.15767537,-0.08044198,0.3170119,-0.19830392,0.5711007,-0.43184745,0.13166888,-0.2922724,-0.026952963,-0.022505762,-0.048998084
Smagp,0.34164393,-0.8015515,0.10594935,-0.26326323,0.16216053,0.11297691,-0.039309874,0.00037265196,-0.28620854,-0.22597528,0.00829282,0.38332155,0.12398939,0.6459972,-0.07177792,0.017354809,0.113694854,-0.03812991,-0.03454593,-0.46398214
Krt7,-0.11263897,-0.37761956,-0.06252961,-0.6134723,-0.48657796,-0.20495492,0.0027463625,-0.0023987605,-0.5873093,0.03003356,-0.0152569935,0.0052887322,0.10730261,0.8220648,-0.59240204,0.21945612,-0.24048935,0.72229385,-0.14555912,-0.23654436
Krt8,0.3128064,0.08981663,-0.13252655,-0.13277957,-0.12453331,0.20679303,-0.000842337,-0.08805313,-0.34864575,0.059052683,0.11339516,0.2154971,0.14639062,0.086235225,-0.06593557,0.07820891,-0.2944976,0.29926482,-0.05765436,-0.10554548
Krt18,0.27240157,-0.031885788,-0.16320978,-0.13183264,0.00440125,0.25732115,-0.03686607,-0.14733148,-0.40173832,-0.031338096,0.14171423,0.22404183,0.14009395,0.26772898,-0.09704854,0.10523456,-0.21107118,0.25485057,-0.059076544,-0.11304379
Soat2,-0.6562936,-0.2303267,-0.071062095,-0.23006621,0.065940075,0.35839975,-0.11907888,-0.09860818,-0.18469235,-0.07940039,-0.010927216,0.33938798,-0.2047119,0.35621223,0.06341496,0.0042400383,-0.6506347,-0.5124804,0.080538765,0.39976883
Hnrnpa1,-0.024646215,-0.082301065,-0.06615752,0.060715817,0.22620998,0.2343617,-0.06320493,-0.106154844,-0.22601925,-0.059616596,0.012150847,-0.35331017,-0.097070105,0.27349618,0.054911993,0.10322222,0.13381545,0.050705526,-0.02731834,-0.08495498
Ppp1r1a,0.37331533,-0.15868168,0.1899115,0.06394736,0.30891633,0.1333819,0.046134952,-0.19570239,-0.52472186,0.06688283,-0.011000212,-1.0728251,-0.1319084,0.40182483,-0.32656616,0.03339512,-0.040640805,0.07822654,-0.031741925,0.27339727
Litaf,0.38073483,-0.27003488,0.06371388,0.056986623,0.28465548,0.14347242,-0.08046595,-0.1559883,-0.19531322,-0.03916857,-0.01799147,-0.2405939,0.14232329,0.2010239,0.022305604,0.015784599,0.37192598,0.111151926,-0.02680812,-0.040528975
Klhl22,0.19552563,-0.13180973,0.06629943,0.11965947,0.24681269,0.23776723,-0.039950844,-0.011779392,-0.19053626,-0.07910315,-0.023612555,0.3806339,0.11817477,0.24456893,0.16586044,0.10663333,0.20627502,-0.058064528,-0.034624234,0.08157778
Tango2,-0.40589178,0.046183962,-0.10818797,-0.0326071,0.0796088,0.22769205,-0.057531156,-0.09889557,-0.24990293,-0.03877595,0.06368651,0.03750483,-0.20992157,0.14999689,-0.07264683,0.3413045,-0.05623996,-0.12340631,-0.020247778,0.062905475
Comt,-0.19544253,-0.060216114,-0.017631046,-0.09759808,0.29367226,0.23474234,-0.025872214,-0.10373077,-0.22809318,-0.0554749,-0.014512378,-0.29970646,-0.10407252,0.18406099,0.003135159,0.11591441,0.07912247,0.10187481,-0.058191787,-0.098800026
P3h2,0.07746691,0.5617055,-0.23234947,0.061934207,0.26757532,0.07527523,-0.08417173,-0.061292335,-0.02668111,-0.1379696,0.07395033,-0.101541504,-0.1567364,-0.01003324,0.15828766,0.09039298,-0.52157897,0.044934988,-0.1757227,0.20705424
Hes1,0.29366487,-0.063640825,0.04592071,0.08695324,0.14064735,0.3795439,-0.070959225,-0.09939562,-0.14880562,-0.008123217,-0.017250909,-0.32703686,-0.15600926,0.15771352,-0.08030957,0.075864516,-0.005275163,0.26288977,-0.041465484,-0.14702065
Dlg1,-0.24604076,-0.03885413,-0.020559836,-0.12819031,0.47136757,0.3031568,-0.06687128,-0.09473958,-0.14580558,-0.15035428,-0.05742583,-0.11553924,-0.106673285,0.094922766,-0.30331153,0.0036492099,0.16089548,-0.11431859,-0.080772996,-0.24866867
Fam162a,-0.016951391,-0.015341982,-0.005276042,0.117897265,0.21141753,0.22517584,0.03226417,-0.08396085,-0.20361766,-0.07832255,-0.009556919,-0.4588003,-0.03181865,0.28691754,0.053615507,0.11533968,0.105986044,-0.0024964688,-0.020785913,-0.10167069
Fstl1,0.46828794,0.13860823,0.026962137,-0.085448995,0.2742062,0.24957244,-0.13376126,-0.18514858,-0.19381069,-0.044005413,0.0030385216,-0.5850092,-0.17394857,0.09981505,-0.1894176,0.05887282,-0.027480155,-0.26009336,-0.005243861,-0.10908638
Gap43,0.5733134,-0.14062208,-0.0787834,-0.027422566,0.30960083,0.07969946,-0.23998143,0.094601855,-0.23938914,-0.1318774,-0.1619897,-0.9026112,0.007257506,0.52378887,-0.31758273,0.14927264,-0.08064088,-0.6707474,0.0123745715,-0.41267967
Dppa4,-0.24358271,-1.0833089,0.11471289,-0.16448529,0.3708233,0.20078845,-0.11751669,-0.018611684,-0.20317371,-0.32533607,-0.15629162,0.21992467,0.56132126,0.3611405,0.2537217,0.0110514155,0.42771515,0.43439513,0.025903244,0.10170086
Ift57,0.26545003,-0.14838326,0.025446761,-0.13739972,0.18075791,0.26820058,-0.0026584712,-0.051992573,-0.22381935,0.06435938,0.09843397,-0.56538004,-0.06391363,0.2552536,-0.10954948,0.12158212,0.18933947,0.08442604,0.0059419824,0.051921017
Cd47,-0.03640894,0.22681223,0.00065474544,-0.32409668,0.19179803,0.21219535,-0.022957552,-0.02579461,-0.110652015,-0.0790699,0.026861306,-0.2679624,-0.1051995,0.3540198,0.10031506,0.07452963,0.06438407,-0.1231544,0.07736503,-0.073253594
Cpox,-0.5140186,0.0443523,-0.057388026,-0.06353636,0.2138339,0.22834353,-0.13832569,-0.10731714,-0.19925956,-0.04972365,0.0748627,-0.24372345,-0.12538442,0.21941075,0.17438982,0.10994263,-0.009530679,0.14245394,0.004725687,-0.081933506
App,0.38796115,0.2703866,-0.08235213,-0.093729176,0.15004468,0.24629992,-0.21263993,-0.15515819,-0.15987822,-0.049837165,-0.13615695,-0.27209285,-0.27091908,0.16696638,-0.26279166,0.13345894,-0.43052807,-0.14985053,0.00029352878,-0.10715381
Rcan1,0.026823401,-0.008591223,-0.058916893,0.10364393,0.110761285,0.16944088,-0.09649782,-0.16157709,-0.065740444,-0.11900602,0.08615723,-0.033783063,-0.19025704,0.38071898,0.016096637,0.11229617,-0.098480664,-0.065634206,-0.027161231,-0.03390926
Clic6,-0.3191927,-0.110759124,0.006289373,-0.1672942,-0.07464432,0.20769149,0.001365859,-0.2974093,0.054932393,-0.12144138,0.06140663,0.23422904,-0.15371771,0.6958295,0.18728474,-0.23513362,-0.67632204,-0.37969598,-0.06494372,-0.010206437
Runx1,-0.76611775,-0.22681063,-0.10217114,-0.15332516,0.25511825,0.3145154,-0.11725822,-0.11805254,0.2743615,-0.17127931,0.081022486,0.06437766,0.112265125,0.3482337,0.4306918,-0.034814492,-0.45750284,-0.14662589,0.059863552,-0.20694175
Tmprss2,-0.17036709,-0.3238427,0.09668391,-0.2226026,-0.27888927,0.20064439,0.031079985,-0.3011872,-0.17648068,0.017510204,0.056815602,0.9158384,-0.23187923,0.49766436,-0.36311474,-0.16706325,-0.05059047,-0.17937925,-0.043640666,-0.0498031
Ezr,0.037309397,-0.2667173,-0.18276007,0.045530323,0.13709067,0.30416667,-0.019699566,-0.026294898,-0.14347596,-0.09342738,-0.0014337607,0.22924231,-0.006786819,0.4943202,-0.35463205,0.27437356,-0.0180088,-0.025662124,0.006309158,-0.038921
Mpc1,-0.2558737,-0.011243669,0.08269729,-0.07526511,0.17153838,0.18382691,0.026920727,0.030816505,-0.061550174,-0.061409626,0.012103953,-0.089668155,-0.15105994,0.047560588,0.23874992,0.21882258,0.25519168,0.18762378,-0.09226044,-0.043065198
T,-0.015146571,-0.9903712,0.18859296,-0.10998934,-0.16353732,0.09228833,0.008939117,0.005729365,0.13939577,0.08209588,-0.042957585,-0.7263619,-0.30475625,-0.5807648,-0.2456636,0.020941122,0.39195144,0.01087505,0.026183436,-0.21729815
Igf2r,0.09864273,0.35119662,0.120166145,-0.16644149,0.5577424,0.2597956,0.09232088,-0.09880914,-0.30747095,-0.12725833,0.0962927,0.36242035,0.10219221,-0.0799267,-0.29065588,0.06442336,-0.2478172,-0.014701548,0.061663914,-0.22912711
Tnfrsf12a,-0.16928904,-0.4088519,0.1094397,-0.051459093,-0.07049256,0.14565416,0.06578075,-0.023431519,-0.22837557,-0.050471317,0.031395268,0.5085923,-0.24186063,0.47646576,-0.33507654,0.05293968,-0.051326152,0.24960007,-0.013902186,-0.2071328
Cldn6,-0.16743773,-0.55322754,-0.045243938,-0.07419674,-0.053607393,0.15687554,-0.08366786,-0.05960559,-0.33863682,-0.04056585,0.024836963,0.29252586,-0.19576262,0.76209384,-0.5663265,0.0021104412,-0.058642328,0.28878197,0.030565133,-0.25226146
Slc9a3r2,0.37607434,-0.15232277,-0.030018523,-0.32989684,0.20465371,0.07286107,-0.031129308,-0.22592464,0.00033456838,-0.041194916,-0.07211193,-0.23741357,0.14880453,0.47661766,0.054254156,0.033177227,0.03100114,0.006252237,-0.1672944,-0.08999873
Fam195a,-0.37849396,-0.07112871,0.07153795,0.051783606,0.2576168,0.3028293,0.019059157,-0.13302982,-0.19777502,-0.1019491,0.174247,-0.032137398,-0.037002657,0.3957608,0.21221824,0.13581493,-0.02879229,-0.12099406,-0.13819613,-0.16983487
Dusp1,-0.009600465,-0.22509407,0.11931181,-0.12822866,0.3374572,0.26500905,-0.20200431,-0.17933899,-0.20764542,0.011606005,-0.0014328359,-0.4561674,0.084994785,0.27908793,-0.04760672,0.06695507,0.45949095,0.27354705,0.1721204,-0.1351249
AI413582,-0.2514998,-0.04600177,-0.033100586,0.031557083,0.13765208,0.12558839,0.08705847,-0.09982997,-0.21504934,-0.14880368,-0.006898153,0.32931393,0.01986149,0.29318488,0.1378196,0.16170552,-0.043643862,-0.12649266,-0.035417058,-0.13737243
Cdkn1a,-0.2819817,-0.44745085,0.24563454,0.0210344,-0.03171253,0.05641673,-0.04336109,-0.29764655,-0.1380159,0.050037313,-0.1372147,-0.25352076,-0.19846855,0.077084355,-0.35008058,0.33561915,-0.09920269,-0.36056244,0.028108435,-0.46428996
Neu1,-0.17165132,-0.04143918,0.02171658,-0.1065925,0.2969161,0.22689754,-0.05314619,-0.0126658585,-0.07743929,-0.12399334,0.019588307,0.32426015,-0.16267152,0.43697482,0.007430124,0.11092016,-0.18541442,-0.15812019,-0.014196623,-0.036647234
Clic1,0.021679593,-0.0029937858,0.011652032,-0.101423815,0.20599793,0.23802263,-0.016774978,-0.048692916,-0.16982003,-0.09492405,-0.014144175,-0.09302298,-0.09459783,0.33993733,0.17917712,0.15025501,-0.09385662,0.041593213,-0.008325381,-0.14452025
Ddah2,0.10931928,0.077900276,0.024992878,-0.036565457,0.15754,0.21540222,-0.041075267,-0.17382458,-0.15275075,-0.14536905,-0.029372282,-0.261339,-0.15630528,0.3563071,0.10344984,0.04804971,-0.13730204,-0.065020226,0.0023741478,-0.09640181
Apom,-0.27145815,-0.16349427,-0.11464942,-0.009332246,0.08041272,0.29790097,0.055825014,-0.13958384,-0.20321885,-0.08673299,-0.025739586,0.3704568,-0.13834803,0.30967665,0.031369455,-0.1598371,-0.51605004,-0.46329635,-0.055841967,0.25983855
H2-D1,0.12359718,-0.4200461,0.01722047,0.07187042,0.19883256,0.14719684,-0.09448668,-0.0009990609,-0.10230317,-0.09162835,-0.003572284,-0.32515827,-0.04447958,0.6179415,-0.50091624,0.10845067,0.36411113,-0.08758898,0.05539554,-0.25978306
Pou5f1,-0.013609307,-0.82588303,-0.17182943,0.112647705,0.27951065,0.19890565,-0.012263491,-0.12652831,-0.30878305,-0.030882752,0.07766767,-0.9878942,-0.13665809,0.17266198,-0.35089403,0.044451434,-0.16037948,0.07266651,0.012163502,-0.09268856
Psors1c2,-0.06378619,-1.6745172,-0.0726674,-0.37285617,0.3620192,-0.055615343,-0.006063977,-0.12209459,-0.19016469,-0.013311831,-0.06677545,-0.46980688,-0.012505979,0.033784702,-0.3612578,0.06528035,0.37392473,0.4540328,-0.19528253,-0.057751384
Tubb5,-0.012229874,-0.06482745,-0.06117795,0.04418269,0.22172736,0.23249352,-0.05254997,-0.10024528,-0.22013956,-0.06303187,0.0026473594,-0.3212095,-0.09733491,0.27321714,0.044643186,0.118498206,0.10660607,0.022865523,0.00035036774,-0.07714251
Ppp1r18,0.39565116,-0.089156784,0.036540776,-0.052529585,0.40221053,0.02532084,-0.09649926,0.0067586233,-0.07853773,-0.15138195,-0.096515685,-0.08421135,0.61387485,0.19676483,0.09193589,-0.007830355,0.1624807,0.085846394,-0.13442914,-0.21552445
Hsp90ab1,-0.04864553,-0.06459623,-0.06137724,0.043749038,0.25508592,0.22626652,-0.02203528,-0.103220336,-0.21348637,-0.061620202,0.0068241656,-0.26820472,-0.10984358,0.2683117,0.037127685,0.10479811,0.098270126,0.031736944,3.5140423e-05,-0.09517533
Slc29a1,-0.38534075,-0.17166463,-0.0018018398,-0.20016785,0.26829112,0.27733392,-0.098718174,-0.14372924,0.024267789,0.024365494,-0.012437293,-0.21718495,0.001267081,0.4207758,0.026211184,0.114805266,0.38433945,-0.0027763292,-0.03588311,-0.04369008
Ptk7,0.32065365,-0.29747486,-0.018541284,0.012976156,0.20538692,0.26517624,-0.10306949,-0.14780714,-0.2128313,-0.054452207,-0.037830006,-0.45713353,-0.08773425,-0.1538299,-0.29446658,0.044132918,0.24530937,-0.005492218,-0.017056907,-0.13543364
Klc4,-0.09948496,-0.3049151,0.104121685,0.1390787,0.09720245,0.17451526,0.033511367,-0.019165222,-0.25813258,-0.0792334,0.10652951,0.028734935,-0.39153135,0.29949242,-0.0064117913,0.17241314,-0.35085985,-0.1428524,0.007854405,0.026527949
Ccnd3,-0.09237333,0.029599408,-0.044263106,-0.06606163,0.22011682,0.18747203,-0.04455096,-0.09192987,-0.20178983,-0.09938866,0.014638755,-0.16309778,0.11509448,0.21575929,0.17728862,0.16560166,0.20855147,0.013077944,-0.04978794,-0.10047518
Tfeb,-0.15914346,-0.25518444,0.1126347,0.15607001,0.12435684,0.25844207,-0.0074441545,-0.19346853,-0.15552515,-0.048375946,0.1512913,0.8857915,0.43174383,0.44259545,0.012007484,-0.02753304,-0.22317915,0.10183668,0.016814848,0.032234266
Plin3,-0.0033535573,-0.15241402,-0.074469104,0.006648331,0.17368269,0.23059331,-0.11719065,-0.061860677,-0.30629906,-0.017419692,0.030817382,-0.068957865,-0.10537166,0.40559256,-0.02805206,0.18617989,-0.09272985,0.121379204,0.01639888,-0.0029317867
Rpl36,-0.045518145,-0.034331065,-0.07590517,0.05590987,0.25041962,0.22465384,0.007113851,-0.11057714,-0.23467922,-0.081789866,-0.016866338,-0.24011007,-0.12674981,0.2901156,0.07381039,0.09925594,0.1082097,0.047717396,-0.022688534,-0.11674373
Nrtn,-0.3254368,0.104791716,-0.020873513,-0.40065855,0.1918868,0.19105887,-0.020694485,-0.35940227,-0.17933513,-0.09257227,0.0014837615,-0.5428515,0.24808164,0.37804112,-0.057621084,-0.19806705,0.36987555,-0.05099754,-0.1714362,-0.0689419
Crb3,-0.15489756,-0.48357955,-0.060782645,-0.16973475,-0.12466683,0.17188308,0.033438906,-0.118486814,-0.3967188,-0.113592856,0.14120363,0.26657453,-0.085658655,1.0294279,-0.55212367,0.066084504,-0.32955542,0.25535795,-0.028398352,-0.3133689
Epb41l3,0.1654022,-0.23394513,-0.042645406,0.09629231,0.16901824,0.08475143,-0.14468554,-0.23397636,-0.36684594,0.009105097,0.10229967,-0.13680543,-0.46812472,0.10558796,0.094738215,0.05692001,-0.3936502,-0.13022725,0.022329632,0.25858447
Tgif1,0.25247774,-0.35851377,-0.029874543,0.09959045,0.13305266,0.25520337,-0.118995115,-0.09174532,-0.2937242,-0.08700149,0.018946577,-0.5204537,-0.22949518,0.33056083,-0.31842116,0.039795253,0.10250023,0.10372796,-0.044769507,-0.038974293
Rasgrp3,0.63567567,-0.22550848,-0.17748256,-0.20242989,0.4881832,-0.29628336,-0.08870341,-0.138283,-0.14708714,-0.24571815,0.04286886,-0.46964985,-0.33977208,-0.40089127,0.099484,-0.18825321,-0.34474516,-0.16497523,0.058104422,0.14828059
Cdc42ep3,-0.58836436,0.42309555,-0.045741104,-0.38394296,0.1892344,0.22611018,-0.14447069,0.007936081,-0.3321915,-0.053983238,-0.053134374,-0.6865325,0.33560494,0.33444864,0.0921553,0.12794144,0.045425974,-0.024086088,-0.0776019,-0.15267392
Galm,-0.06974196,-0.22322178,-0.07557715,0.13170274,0.11387798,0.18797316,-0.14322588,0.0058291345,-0.25671014,-0.034840893,0.078261785,0.009249788,-0.23568127,0.4268252,-0.034816757,0.2843603,-0.36031443,-0.20124136,-0.03443711,0.093809254
Dync2li1,0.3482279,-0.13534649,-0.023436714,-0.011720275,0.15587902,0.19336723,-0.025015993,-0.05570252,-0.28563157,0.13223775,0.03317388,-0.3848516,-0.16774802,0.22272441,-0.13667437,0.14723146,0.115160495,-0.0660081,0.027852412,0.07686976
Epcam,-0.09584191,-0.7227387,-0.15655707,-0.016821668,0.03977357,0.14718574,-0.119659275,-0.05953357,-0.27472687,-0.027394665,-0.026674278,0.001578261,-0.1416842,0.5948371,-0.62040436,0.036317702,-0.018462438,0.33087707,0.024397613,-0.2173586
Eif2s3y,0.0804161,-0.114238895,-0.33141512,0.0025637299,0.22520483,0.32545748,0.119750485,-0.11443953,-0.34014115,0.056426898,-0.16290753,-0.41489792,-0.2544301,0.36167464,0.12413543,0.007607005,1.2566025e-05,-0.06314274,0.2742638,-0.10855072
Erdr1,-0.17314926,-0.002578594,-0.001369394,0.08560187,0.3644314,0.23456864,-0.011519522,-0.122122444,-0.18413112,-0.10970254,0.002610639,0.0005177622,-0.10277859,0.26809427,-0.031333633,0.020391587,0.14607419,0.06943027,-0.06716375,-0.09882898
Bambi,0.22048672,0.068078704,0.032782488,-0.03271177,0.13261235,0.29260904,-0.010632644,-0.104936525,-0.28979644,-0.12398638,0.11395522,-0.2780573,0.08548974,-0.090143755,0.0152241355,-0.007903442,-0.118934914,0.29234996,0.043139722,-0.17783484
Colec12,0.51411384,0.07008031,-0.13354917,-0.02110215,0.25128788,0.1301201,-0.24975842,-0.13921408,-0.07466986,-0.061453354,-0.1325793,-0.3394626,-0.05675508,0.16644047,0.02350174,0.010657666,-0.4261009,-0.15206125,-0.118034564,-0.090214
Gata6,0.2859496,0.35667655,0.09623535,-0.028794028,0.026842415,-0.014272687,0.025022203,-0.22039132,-0.1874366,0.1231161,0.092679195,-0.34562203,-0.24297869,-0.32836697,0.2137347,0.1588465,-0.9330447,0.46188876,-0.14677851,0.056364667
Cdh2,0.3910587,0.1868598,0.10392801,0.08467443,0.17574002,0.39081705,0.059186954,0.09569485,-0.011307404,-0.042105347,0.13073725,-0.8410984,-0.3684813,-0.17751682,-0.31875843,0.10931955,-0.014731836,-0.0456541,0.12477836,0.18367392
Ttr,-0.23520976,-0.052947946,-0.11899353,0.01962193,0.06080571,0.2695628,0.081521444,-0.113172635,-0.23264629,-0.06435563,-0.019892538,0.22725622,-0.16193995,0.3352098,0.051864736,-0.104985066,-0.3994932,-0.4334218,-0.02244531,0.23869528
Gypc,-0.667795,0.120254494,0.009554747,-0.585585,0.20394723,0.08140267,-0.070099756,0.11453341,-0.0257007,-0.07704496,-0.0059128283,-0.9067057,0.20251803,0.2109951,0.48145264,0.07395245,0.13627642,-0.29705164,-0.05536066,-0.094145544
Stard4,0.13465886,-0.14273094,0.041277733,-0.054973274,0.17076597,0.2828488,-0.0026308086,-0.109884314,-0.19521397,-0.197048,-0.03282614,0.24229899,-0.19318824,0.42095363,0.030738238,0.1269375,-0.039702497,0.0046495046,0.030145884,0.0023859316
Reep5,-0.071093135,-0.0031960753,-0.05349804,-0.088813506,0.26611555,0.1431854,-0.013081582,-0.08841281,-0.17953303,-0.04099325,-0.0776014,0.012780357,-0.06551045,0.13835634,0.11884274,0.18240868,-0.08463245,0.04566843,-0.03687966,-0.061428938
Egr1,-0.02072345,0.03140248,0.16510952,-0.23485824,0.6493228,0.26033142,-0.21466696,-0.23324995,-0.1911306,0.013364525,-0.050516527,-0.26303536,-0.24624376,-0.03664668,-0.57610357,0.105119444,0.263383,0.20259276,0.25332612,-0.06696737
Ecscr,0.79014677,-0.2664678,-0.057441324,-0.59731424,0.19384825,0.24488586,-0.0012110268,0.07786262,0.041816115,-0.20022868,-0.091790736,-0.31704924,0.30392537,0.21914652,-0.03607692,0.044403177,0.12386045,-0.35193834,-0.17352282,-0.15772477
